Month, Day, Year, Hour, Minute, Second, Milliseconds, Sample Time (ms), Acc_X, Acc_Y, Acc_Z, linAcc_X, linAcc_Y, linAcc_Z, gyro_X, gyro_Y, gyro_Y, mag_X, mag_Y, mag_Z, quatI, quatJ, quatK, Lattitude, Longitude
10,4,2023,17,21,37,634,20,3.184,-9.184,10.176,2.332,-16.445,0.199,-0.004,0,0.002,36.125,-1.438,-29.062,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,37,654,20,3.184,-9.184,10.176,2.195,-15.113,-3.141,-0.004,0,0.002,36.125,-1.438,-29.062,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,37,674,20,0.078,-1.945,13.629,2.195,-15.113,-3.141,-0.004,0,0.002,36.125,-1.438,-29.062,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,37,694,20,-2.219,1.887,10.48,2.195,-15.113,-3.141,-0.004,0,0.002,36.125,-1.438,-29.062,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,37,714,20,-2.219,1.887,10.48,2.195,-15.113,-3.141,-0.004,0,0.002,37.062,-3.875,-31.5,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,37,734,20,-2.219,1.887,10.48,-1.113,17.926,0.535,-0.004,0,0.002,37.062,-3.875,-31.5,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,37,754,20,-2.219,1.887,10.48,-1.113,17.926,0.535,-0.004,0,0.002,35.25,-6.188,-30.562,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,37,774,20,-2.219,1.887,10.48,-1.113,17.926,0.535,-0.004,0,0.002,33.875,-6.812,-35.062,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,37,794,20,-2.219,1.887,10.48,-1.113,17.926,0.535,-0.004,0,0.002,34,-6.812,-32.625,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,37,814,20,-2.219,1.887,10.48,3.113,16.344,1.188,-0.004,0,0.002,34,-6.812,-32.625,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,37,834,20,-2.219,1.887,10.48,3.113,16.344,1.188,-0.004,0,0.002,34,-6.812,-32.625,-0.049,0.016,0.76,1000,1000
10,4,2023,17,21,37,854,20,-1.684,4.262,11.32,3.113,16.344,1.188,-0.004,0,0.002,34,-6.812,-32.625,-0.049,0.016,0.76,1000,1000
10,4,2023,17,21,37,874,20,-1.684,4.262,11.32,3.113,16.344,1.188,-0.004,0,0.002,37.562,-2.375,-31.5,-0.049,0.016,0.76,1000,1000
10,4,2023,17,21,37,894,20,-1.684,4.262,11.32,3.113,16.344,1.188,-0.004,0,0.002,36.812,-1.688,-27.5,-0.049,0.016,0.76,1000,1000
10,4,2023,17,21,37,914,20,-1.223,-20.871,12.703,3.113,16.344,1.188,-0.004,0,0.002,36.812,-1.688,-27.5,-0.049,0.016,0.76,1000,1000
10,4,2023,17,21,37,934,20,-2.754,-26.227,10.902,3.113,16.344,1.188,-0.004,0,0.002,36.812,-1.688,-27.5,-0.049,0.016,0.76,1000,1000
10,4,2023,17,21,37,954,20,-2.754,-26.227,10.902,3.113,16.344,1.188,0.805,-0.377,-1.174,36.812,-1.688,-27.5,-0.049,0.016,0.76,1000,1000
10,4,2023,17,21,37,974,20,-2.754,-26.227,10.902,3.113,16.344,1.188,-0.578,0.953,-0.828,36.812,-1.688,-27.5,-0.049,0.016,0.76,1000,1000
10,4,2023,17,21,37,994,20,-2.754,-26.227,10.902,3.113,16.344,1.188,-1.678,0.617,0.369,36.812,-1.688,-27.5,-0.049,0.016,0.76,1000,1000
10,4,2023,17,21,37,14,20,-2.754,-26.227,10.902,3.113,16.344,1.188,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.049,0.016,0.76,1000,1000
10,4,2023,17,21,37,34,20,-2.754,-26.227,10.902,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.049,0.016,0.76,1000,1000
10,4,2023,17,21,37,54,20,-2.754,-26.227,10.902,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.033,0.052,0.731,1000,1000
10,4,2023,17,21,37,74,20,-1.836,25.555,10.48,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.033,0.052,0.731,1000,1000
10,4,2023,17,21,37,94,20,3.949,27.48,10.711,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.033,0.052,0.731,1000,1000
10,4,2023,17,21,37,114,20,3.949,27.48,10.711,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.041,0.02,0.781,1000,1000
10,4,2023,17,21,37,134,20,3.949,27.48,10.711,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.042,0.012,0.787,1000,1000
10,4,2023,17,21,37,154,20,3.949,27.48,10.711,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.046,0.011,0.78,1000,1000
10,4,2023,17,21,37,174,20,4.445,12.766,10.902,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.046,0.011,0.78,1000,1000
10,4,2023,17,21,37,194,20,0.309,5.41,10.711,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.046,0.011,0.78,1000,1000
10,4,2023,17,21,37,214,20,-0.914,-2.176,9.105,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.046,0.011,0.78,1000,1000
10,4,2023,17,21,37,234,20,0.539,-4.625,8.605,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.046,0.011,0.78,1000,1000
10,4,2023,17,21,37,254,20,-3.254,-18.723,13.777,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.046,0.011,0.78,1000,1000
10,4,2023,17,21,37,274,20,-6.086,-24.273,13.816,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,-0.046,0.011,0.78,1000,1000
10,4,2023,17,21,37,294,20,-6.086,-24.273,13.816,-1.844,0.164,2.98,-0.125,0.525,2.545,36.812,-1.688,-27.5,0.008,0.053,0.693,1000,1000
10,4,2023,17,21,37,314,20,-6.086,-24.273,13.816,-1.844,0.164,2.98,-0.125,0.525,2.545,35.812,-2.875,-32.562,0.008,0.053,0.693,1000,1000
10,4,2023,17,21,37,334,20,2.531,-21.027,5.504,-1.844,0.164,2.98,-0.125,0.525,2.545,35.812,-2.875,-32.562,0.008,0.053,0.693,1000,1000
10,4,2023,17,21,37,354,20,2.531,-21.027,5.504,-1.844,0.164,2.98,-2.35,1.172,0.191,35.812,-2.875,-32.562,0.008,0.053,0.693,1000,1000
